      nSoil_Types           37543                
         ID    CLAY[%]    SAND[%]    Bd_mu[gcm-3]    nSamples
      23493         29         73             0.6          13
      23494         29         73             0.7          95
      23495         29         73             0.8          66
      23496         29         73             0.9          42
      23497         29         73               1          49
      23498         29         73             1.1          16
      23499         29         73             1.2          16
      23500         29         73             1.3          17
      23501         29         73             1.4          10
      23502         29         73             1.5           7
      23503         29         73             1.6           9
      23504         29         73             1.7           1
      23505         29         74             0.6          14
      23506         29         74             0.7          72
      23507         29         74             0.8          48
      23508         29         74             0.9          60
      23509         29         74               1          44
      23510         29         74             1.1          10
      23511         29         74             1.2          10
      23512         29         74             1.3          10
      23513         29         74             1.4          10
      23514         29         74             1.5           2
      23515         29         75             0.6          17
      23516         29         75             0.7          51
      23517         29         75             0.8          35
      23518         29         75             0.9          42
      23519         29         75               1          48
      23520         29         75             1.1          21
      23521         29         75             1.2          10
      23522         29         75             1.3          11
      23523         29         75             1.4          14
      23524         29         75             1.5           5
      23525         29         75             1.6           4
      23526         29         75             1.7           1
      23527         29         76             0.6           5
      23528         29         76             0.7          46
      23529         29         76             0.8          32
      23530         29         76             0.9          26
      23531         29         76               1          22
      23532         29         76             1.1          15
      23533         29         76             1.2           8
      23534         29         76             1.3           5
      23535         29         76             1.4          10
      23536         29         76             1.5           3
      23537         29         76             1.6           4
      23538         29         77             0.6           1
      23539         29         77             0.7          25
      23540         29         77             0.8          24
      23541         29         77             0.9          22
      23542         29         77               1          25
      23543         29         77             1.1          12
      23544         29         77             1.2           3
      23545         29         77             1.3           4
      23546         29         77             1.4           5
      23547         29         77             1.5           1
      23548         29         78             0.7          16
      23549         29         78             0.8          17
      23550         29         78             0.9          14
      23551         29         78               1          11
      23552         29         78             1.1          13
      23553         29         78             1.2           3
      23554         29         78             1.3           8
      23555         29         78             1.4           3
      23556         29         78             1.5           4
      23557         29         78             1.7           1
      23558         29         79             0.7           4
      23559         29         79             0.8          11
      23560         29         79             0.9           3
      23561         29         79               1           7
      23562         29         79             1.1           7
      23563         29         79             1.2           6
      23564         29         79             1.3           6
      23565         29         79             1.4           2
      23566         29         79             1.5           4
      23567         29         80             0.7           4
      23568         29         80             0.8           4
      23569         29         80             0.9           8
      23570         29         80               1           6
      23571         29         80             1.1           9
      23572         29         80             1.2           5
      23573         29         80             1.4           6
      23574         29         80             1.5           6
      23575         29         81             0.7           3
      23576         29         81             0.8           2
      23577         29         81             0.9           2
      23578         29         81               1           3
      23579         29         81             1.1           4
      23580         29         81             1.2           4
      23581         29         81             1.3           6
      23582         29         81             1.4           2
      23583         29         81             1.5          10
      23584         29         82             0.7           1
      23585         29         82             0.8           5
      23586         29         82             0.9           7
      23587         29         82               1           1
      23588         29         82             1.1           4
      23589         29         82             1.2           2
      23590         29         82             1.3           3
      23591         29         82             1.4           3
      23592         29         83             0.7           2
      23593         29         83             0.8           3
      23594         29         83             0.9           3
      23595         29         83               1           2
      23596         29         83             1.1           6
      23597         29         83             1.2           7
      23598         29         83             1.3           1
      23599         29         83             1.4           1
      23600         29         83             1.5           1
      23601         29         83             1.6           2
      23602         29         84             0.8           1
      23603         29         84               1           1
      23604         29         84             1.1           2
      23605         29         84             1.2           3
      23606         29         84             1.3           1
      23607         29         84             1.4           2
      23608         29         85             1.2           1
      23609         29         85             1.5           5
      23610         29         86             1.5           1
      23611         29         87             1.3           1
      23612         29         87             1.4           1
      23613         29         87             1.5           1
      23614         30         11             0.8           1
      23615         30         11             1.4           1
      23616         30         12             0.7           1
      23617         30         12             0.8           2
      23618         30         13             0.7           4
      23619         30         13             0.8           9
      23620         30         13             1.1           1
      23621         30         14             0.7          16
      23622         30         14             0.8          56
      23623         30         14             0.9          18
      23624         30         14               1           3
      23625         30         14             1.3           1
      23626         30         14             1.4           2
      23627         30         14             1.5           2
      23628         30         14             1.6           2
      23629         30         14             1.7           1
      23630         30         15             0.7          67
      23631         30         15             0.8         126
      23632         30         15             0.9          55
      23633         30         15               1          15
      23634         30         15             1.1           6
      23635         30         15             1.4           5
      23636         30         15             1.5           5
      23637         30         15             1.6           1
      23638         30         16             0.7         142
      23639         30         16             0.8         248
      23640         30         16             0.9          74
      23641         30         16               1          44
      23642         30         16             1.1          19
      23643         30         16             1.2           9
      23644         30         16             1.4           8
      23645         30         16             1.5          10
      23646         30         16             1.6           9
      23647         30         16             1.7           2
      23648         30         17             0.6           1
      23649         30         17             0.7         254
      23650         30         17             0.8         531
      23651         30         17             0.9         217
      23652         30         17               1         153
      23653         30         17             1.1          78
      23654         30         17             1.2          34
      23655         30         17             1.3           9
      23656         30         17             1.4           6
      23657         30         17             1.5          13
      23658         30         17             1.6          17
      23659         30         17             1.7           3
      23660         30         18             0.7         425
      23661         30         18             0.8         854
      23662         30         18             0.9         475
      23663         30         18               1         383
      23664         30         18             1.1         182
      23665         30         18             1.2          45
      23666         30         18             1.3          13
      23667         30         18             1.4          17
      23668         30         18             1.5          10
      23669         30         18             1.6          11
      23670         30         18             1.7           3
      23671         30         19             0.6           5
      23672         30         19             0.7         536
      23673         30         19             0.8        1163
      23674         30         19             0.9         721
      23675         30         19               1         563
      23676         30         19             1.1         265
      23677         30         19             1.2          86
      23678         30         19             1.3          32
      23679         30         19             1.4          17
      23680         30         19             1.5          24
      23681         30         19             1.6          14
      23682         30         19             1.7           5
      23683         30         20             0.6           5
      23684         30         20             0.7         613
      23685         30         20             0.8        1579
      23686         30         20             0.9        1116
      23687         30         20               1         814
      23688         30         20             1.1         428
      23689         30         20             1.2         170
      23690         30         20             1.3          62
      23691         30         20             1.4          33
      23692         30         20             1.5          40
      23693         30         20             1.6          23
      23694         30         20             1.7           9
      23695         30         21             0.6           9
      23696         30         21             0.7         814
      23697         30         21             0.8        2011
      23698         30         21             0.9        1497
      23699         30         21               1        1048
      23700         30         21             1.1         587
      23701         30         21             1.2         298
      23702         30         21             1.3          77
      23703         30         21             1.4          45
      23704         30         21             1.5          62
      23705         30         21             1.6          23
      23706         30         21             1.7           8
      23707         30         21             1.9           1
      23708         30         22             0.6          13
      23709         30         22             0.7        1070
      23710         30         22             0.8        2434
      23711         30         22             0.9        1732
      23712         30         22               1        1347
      23713         30         22             1.1         808
      23714         30         22             1.2         447
      23715         30         22             1.3         168
      23716         30         22             1.4          57
      23717         30         22             1.5         103
      23718         30         22             1.6          46
      23719         30         22             1.7           8
      23720         30         22             1.8           1
      23721         30         22               2           1
      23722         30         23             0.6          22
      23723         30         23             0.7        1323
      23724         30         23             0.8        3105
      23725         30         23             0.9        2260
      23726         30         23               1        1610
      23727         30         23             1.1         971
      23728         30         23             1.2         623
      23729         30         23             1.3         225
      23730         30         23             1.4         113
      23731         30         23             1.5         138
      23732         30         23             1.6          63
      23733         30         23             1.7          11
      23734         30         24             0.6          24
      23735         30         24             0.7        1709
      23736         30         24             0.8        3509
      23737         30         24             0.9        2491
      23738         30         24               1        1975
      23739         30         24             1.1        1182
      23740         30         24             1.2         740
      23741         30         24             1.3         321
      23742         30         24             1.4         143
      23743         30         24             1.5         229
      23744         30         24             1.6          92
      23745         30         24             1.7           6
      23746         30         25             0.6          19
      23747         30         25             0.7        1792
      23748         30         25             0.8        3843
      23749         30         25             0.9        2847
      23750         30         25               1        2309
      23751         30         25             1.1        1378
      23752         30         25             1.2         943
      23753         30         25             1.3         401
      23754         30         25             1.4         195
      23755         30         25             1.5         324
      23756         30         25             1.6         129
      23757         30         25             1.7          10
      23758         30         26             0.6          26
      23759         30         26             0.7        1926
      23760         30         26             0.8        3864
      23761         30         26             0.9        2908
      23762         30         26               1        2451
      23763         30         26             1.1        1475
      23764         30         26             1.2         945
      23765         30         26             1.3         559
      23766         30         26             1.4         313
      23767         30         26             1.5         452
      23768         30         26             1.6         182
      23769         30         26             1.7          17
      23770         30         27             0.6          31
      23771         30         27             0.7        1963
      23772         30         27             0.8        3401
      23773         30         27             0.9        2775
      23774         30         27               1        2553
      23775         30         27             1.1        1555
      23776         30         27             1.2        1100
      23777         30         27             1.3         764
      23778         30         27             1.4         441
      23779         30         27             1.5         648
      23780         30         27             1.6         242
      23781         30         27             1.7          35
      23782         30         27             1.8           1
      23783         30         28             0.6          22
      23784         30         28             0.7        1876
      23785         30         28             0.8        3008
      23786         30         28             0.9        2616
      23787         30         28               1        2438
      23788         30         28             1.1        1548
      23789         30         28             1.2        1233
      23790         30         28             1.3         828
      23791         30         28             1.4         637
      23792         30         28             1.5         879
      23793         30         28             1.6         319
      23794         30         28             1.7          41
      23795         30         28             1.8           1
      23796         30         28             1.9           1
      23797         30         29             0.5           2
      23798         30         29             0.6          31
      23799         30         29             0.7        1721
      23800         30         29             0.8        2760
      23801         30         29             0.9        2591
      23802         30         29               1        2252
      23803         30         29             1.1        1609
      23804         30         29             1.2        1348
      23805         30         29             1.3        1013
      23806         30         29             1.4         854
      23807         30         29             1.5        1136
      23808         30         29             1.6         412
      23809         30         29             1.7          46
      23810         30         30             0.3           1
      23811         30         30             0.6          23
      23812         30         30             0.7        1428
      23813         30         30             0.8        2622
      23814         30         30             0.9        2355
      23815         30         30               1        2202
      23816         30         30             1.1        1580
      23817         30         30             1.2        1290
      23818         30         30             1.3        1073
      23819         30         30             1.4        1106
      23820         30         30             1.5        1407
      23821         30         30             1.6         431
      23822         30         30             1.7          52
      23823         30         30             1.8           1
      23824         30         31             0.6          24
      23825         30         31             0.7        1181
      23826         30         31             0.8        2270
      23827         30         31             0.9        2360
      23828         30         31               1        2116
      23829         30         31             1.1        1432
      23830         30         31             1.2        1423
      23831         30         31             1.3        1203
      23832         30         31             1.4        1404
      23833         30         31             1.5        1666
      23834         30         31             1.6         471
      23835         30         31             1.7          67
      23836         30         31             1.8           2
      23837         30         32             0.6          24
      23838         30         32             0.7        1097
      23839         30         32             0.8        2105
      23840         30         32             0.9        2329
      23841         30         32               1        2079
      23842         30         32             1.1        1559
      23843         30         32             1.2        1580
      23844         30         32             1.3        1355
      23845         30         32             1.4        1588
      23846         30         32             1.5        1825
      23847         30         32             1.6         499
      23848         30         32             1.7          61
      23849         30         33             0.6          19
      23850         30         33             0.7         956
      23851         30         33             0.8        2118
      23852         30         33             0.9        2462
      23853         30         33               1        2114
      23854         30         33             1.1        1684
      23855         30         33             1.2        1809
      23856         30         33             1.3        1510
      23857         30         33             1.4        1721
      23858         30         33             1.5        2061
      23859         30         33             1.6         583
      23860         30         33             1.7          63
      23861         30         34             0.5           1
      23862         30         34             0.6          22
      23863         30         34             0.7         836
      23864         30         34             0.8        2047
      23865         30         34             0.9        2509
      23866         30         34               1        2247
      23867         30         34             1.1        1788
      23868         30         34             1.2        2100
      23869         30         34             1.3        1796
      23870         30         34             1.4        1880
      23871         30         34             1.5        2190
      23872         30         34             1.6         497
      23873         30         34             1.7          80
      23874         30         34             1.8           2
      23875         30         35             0.5           1
      23876         30         35             0.6          24
      23877         30         35             0.7         761
      23878         30         35             0.8        2050
      23879         30         35             0.9        2509
      23880         30         35               1        2303
      23881         30         35             1.1        1936
      23882         30         35             1.2        2433
      23883         30         35             1.3        2042
      23884         30         35             1.4        2126
      23885         30         35             1.5        2348
      23886         30         35             1.6         548
      23887         30         35             1.7          66
      23888         30         35             1.8           1
      23889         30         36             0.6          25
      23890         30         36             0.7         718
      23891         30         36             0.8        2071
      23892         30         36             0.9        2491
      23893         30         36               1        2396
      23894         30         36             1.1        1942
      23895         30         36             1.2        2875
      23896         30         36             1.3        2147
      23897         30         36             1.4        2330
      23898         30         36             1.5        2552
      23899         30         36             1.6         604
      23900         30         36             1.7          69
      23901         30         36             1.8           3
      23902         30         37             0.6          19
      23903         30         37             0.7         735
      23904         30         37             0.8        2019
      23905         30         37             0.9        2660
      23906         30         37               1        2575
      23907         30         37             1.1        2081
      23908         30         37             1.2        3105
      23909         30         37             1.3        2400
      23910         30         37             1.4        2447
      23911         30         37             1.5        2702
      23912         30         37             1.6         651
      23913         30         37             1.7          88
      23914         30         37             1.8           2
      23915         30         38             0.6          22
      23916         30         38             0.7         746
      23917         30         38             0.8        2040
      23918         30         38             0.9        2686
      23919         30         38               1        2470
      23920         30         38             1.1        2116
      23921         30         38             1.2        3150
      23922         30         38             1.3        2641
      23923         30         38             1.4        2848
      23924         30         38             1.5        2973
      23925         30         38             1.6         801
      23926         30         38             1.7         137
      23927         30         38             1.8           6
      23928         30         39             0.5           1
      23929         30         39             0.6          20
      23930         30         39             0.7         859
      23931         30         39             0.8        2045
      23932         30         39             0.9        2714
      23933         30         39               1        2428
      23934         30         39             1.1        1886
      23935         30         39             1.2        3146
      23936         30         39             1.3        2715
      23937         30         39             1.4        3042
      23938         30         39             1.5        3272
      23939         30         39             1.6        1076
      23940         30         39             1.7         188
      23941         30         39             1.8           9
      23942         30         40             0.5           2
      23943         30         40             0.6          25
      23944         30         40             0.7         882
      23945         30         40             0.8        1824
      23946         30         40             0.9        2565
      23947         30         40               1        2368
      23948         30         40             1.1        1808
      23949         30         40             1.2        3034
      23950         30         40             1.3        2903
      23951         30         40             1.4        3671
      23952         30         40             1.5        3959
      23953         30         40             1.6        1379
      23954         30         40             1.7         240
      23955         30         40             1.8           7
      23956         30         41             0.6          19
      23957         30         41             0.7         888
      23958         30         41             0.8        1624
      23959         30         41             0.9        2454
      23960         30         41               1        2131
      23961         30         41             1.1        1820
      23962         30         41             1.2        2837
      23963         30         41             1.3        2975
      23964         30         41             1.4        4215
      23965         30         41             1.5        4850
      23966         30         41             1.6        1855
      23967         30         41             1.7         331
      23968         30         41             1.8          14
      23969         30         42             0.6          45
      23970         30         42             0.7         957
      23971         30         42             0.8        1548
      23972         30         42             0.9        2309
      23973         30         42               1        2073
      23974         30         42             1.1        1676
      23975         30         42             1.2        2652
      23976         30         42             1.3        3001
      23977         30         42             1.4        4607
      23978         30         42             1.5        6044
      23979         30         42             1.6        2412
      23980         30         42             1.7         426
      23981         30         42             1.8          16
      23982         30         43             0.4           1
      23983         30         43             0.5           1
      23984         30         43             0.6          40
      23985         30         43             0.7         979
      23986         30         43             0.8        1562
      23987         30         43             0.9        2111
      23988         30         43               1        1981
      23989         30         43             1.1        1514
      23990         30         43             1.2        2368
      23991         30         43             1.3        2921
      23992         30         43             1.4        5151
      23993         30         43             1.5        7019
      23994         30         43             1.6        3169
      23995         30         43             1.7         630
      23996         30         43             1.8          33
      23997         30         44             0.5           2
      23998         30         44             0.6          53
      23999         30         44             0.7        1014
      24000         30         44             0.8        1466
      24001         30         44             0.9        2082
      24002         30         44               1        1879
      24003         30         44             1.1        1387
      24004         30         44             1.2        2113
      24005         30         44             1.3        2775
      24006         30         44             1.4        5319
      24007         30         44             1.5        7700
      24008         30         44             1.6        3313
      24009         30         44             1.7         793
      24010         30         44             1.8          29
      24011         30         44             1.9           1
      24012         30         45             0.6          45
      24013         30         45             0.7         935
      24014         30         45             0.8        1360
      24015         30         45             0.9        1935
      24016         30         45               1        1749
      24017         30         45             1.1        1171
      24018         30         45             1.2        1823
      24019         30         45             1.3        2534
      24020         30         45             1.4        5102
      24021         30         45             1.5        7475
      24022         30         45             1.6        3557
      24023         30         45             1.7         802
      24024         30         45             1.8          24
      24025         30         46             0.6          55
      24026         30         46             0.7         699
      24027         30         46             0.8        1215
      24028         30         46             0.9        1932
      24029         30         46               1        1584
      24030         30         46             1.1         940
      24031         30         46             1.2        1364
      24032         30         46             1.3        2198
      24033         30         46             1.4        4676
      24034         30         46             1.5        7295
      24035         30         46             1.6        3695
      24036         30         46             1.7         755
      24037         30         46             1.8          28
      24038         30         47             0.5           1
      24039         30         47             0.6          43
      24040         30         47             0.7         547
      24041         30         47             0.8        1053
      24042         30         47             0.9        1830
      24043         30         47               1        1505
      24044         30         47             1.1         914
      24045         30         47             1.2        1154
      24046         30         47             1.3        1938
      24047         30         47             1.4        3890
      24048         30         47             1.5        6514
      24049         30         47             1.6        3537
      24050         30         47             1.7         748
      24051         30         47             1.8          37
      24052         30         48             0.6          35
      24053         30         48             0.7         532
      24054         30         48             0.8        1032
      24055         30         48             0.9        1758
      24056         30         48               1        1462
      24057         30         48             1.1         815
      24058         30         48             1.2         919
      24059         30         48             1.3        1722
      24060         30         48             1.4        3139
      24061         30         48             1.5        5689
      24062         30         48             1.6        3400
      24063         30         48             1.7         747
      24064         30         48             1.8          38
      24065         30         49             0.6          25
      24066         30         49             0.7         478
      24067         30         49             0.8         983
      24068         30         49             0.9        1678
      24069         30         49               1        1392
      24070         30         49             1.1         797
      24071         30         49             1.2         806
      24072         30         49             1.3        1730
      24073         30         49             1.4        2622
      24074         30         49             1.5        5153
      24075         30         49             1.6        3241
      24076         30         49             1.7         668
      24077         30         49             1.8          36
      24078         30         50             0.6          25
      24079         30         50             0.7         467
      24080         30         50             0.8         881
      24081         30         50             0.9        1580
      24082         30         50               1        1345
      24083         30         50             1.1         857
      24084         30         50             1.2         689
      24085         30         50             1.3        1639
      24086         30         50             1.4        2350
      24087         30         50             1.5        4953
      24088         30         50             1.6        3026
      24089         30         50             1.7         683
      24090         30         50             1.8          21
      24091         30         51             0.5           1
      24092         30         51             0.6          14
      24093         30         51             0.7         345
      24094         30         51             0.8         814
      24095         30         51             0.9        1407
      24096         30         51               1        1268
      24097         30         51             1.1         867
      24098         30         51             1.2         654
      24099         30         51             1.3        1667
      24100         30         51             1.4        2327
      24101         30         51             1.5        4459
      24102         30         51             1.6        2866
      24103         30         51             1.7         679
      24104         30         51             1.8          21
      24105         30         52             0.6          12
      24106         30         52             0.7         314
      24107         30         52             0.8         745
      24108         30         52             0.9        1205
      24109         30         52               1        1193
      24110         30         52             1.1         897
      24111         30         52             1.2         656
      24112         30         52             1.3        1778
      24113         30         52             1.4        2226
      24114         30         52             1.5        4052
      24115         30         52             1.6        2499
      24116         30         52             1.7         579
      24117         30         52             1.8          27
      24118         30         53             0.5           2
      24119         30         53             0.6           8
      24120         30         53             0.7         262
      24121         30         53             0.8         616
      24122         30         53             0.9        1159
      24123         30         53               1        1067
      24124         30         53             1.1        1023
      24125         30         53             1.2         742
      24126         30         53             1.3        1854
      24127         30         53             1.4        2277
      24128         30         53             1.5        3638
      24129         30         53             1.6        2249
      24130         30         53             1.7         506
      24131         30         53             1.8          27
      24132         30         54             0.6           3
      24133         30         54             0.7         258
      24134         30         54             0.8         599
      24135         30         54             0.9        1078
      24136         30         54               1        1084
      24137         30         54             1.1        1107
      24138         30         54             1.2         753
      24139         30         54             1.3        1901
      24140         30         54             1.4        2069
      24141         30         54             1.5        3443
      24142         30         54             1.6        2079
      24143         30         54             1.7         510
      24144         30         54             1.8          19
      24145         30         55             0.6          12
      24146         30         55             0.7         238
      24147         30         55             0.8         616
      24148         30         55             0.9        1039
      24149         30         55               1         902
      24150         30         55             1.1         982
      24151         30         55             1.2         708
      24152         30         55             1.3        2028
      24153         30         55             1.4        1822
      24154         30         55             1.5        3023
      24155         30         55             1.6        1892
      24156         30         55             1.7         406
      24157         30         55             1.8          20
      24158         30         56             0.6           8
      24159         30         56             0.7         218
      24160         30         56             0.8         551
      24161         30         56             0.9         914
      24162         30         56               1         785
      24163         30         56             1.1         818
      24164         30         56             1.2         616
      24165         30         56             1.3        1861
      24166         30         56             1.4        1985
      24167         30         56             1.5        2655
      24168         30         56             1.6        1866
      24169         30         56             1.7         420
      24170         30         56             1.8           7
      24171         30         57             0.6          17
      24172         30         57             0.7         221
      24173         30         57             0.8         526
      24174         30         57             0.9         806
      24175         30         57               1         550
      24176         30         57             1.1         503
      24177         30         57             1.2         478
      24178         30         57             1.3        1350
      24179         30         57             1.4        1923
      24180         30         57             1.5        2313
      24181         30         57             1.6        1751
      24182         30         57             1.7         406
      24183         30         57             1.8           5
      24184         30         58             0.6           8
      24185         30         58             0.7         162
      24186         30         58             0.8         458
      24187         30         58             0.9         684
      24188         30         58               1         461
      24189         30         58             1.1         375
      24190         30         58             1.2         287
      24191         30         58             1.3         999
      24192         30         58             1.4        1497
      24193         30         58             1.5        1650
      24194         30         58             1.6        1521
      24195         30         58             1.7         327
      24196         30         58             1.8           8
      24197         30         59             0.6           8
      24198         30         59             0.7         158
      24199         30         59             0.8         447
      24200         30         59             0.9         616
      24201         30         59               1         381
      24202         30         59             1.1         309
      24203         30         59             1.2         258
      24204         30         59             1.3         625
      24205         30         59             1.4        1198
      24206         30         59             1.5        1333
      24207         30         59             1.6        1333
      24208         30         59             1.7         262
      24209         30         59             1.8           6
      24210         30         60             0.6           9
      24211         30         60             0.7         135
      24212         30         60             0.8         378
      24213         30         60             0.9         568
      24214         30         60               1         300
      24215         30         60             1.1         257
      24216         30         60             1.2         182
      24217         30         60             1.3         397
      24218         30         60             1.4         922
