sitename,time,layer,m,season,model,mean
MAT-BERARDO,2018-12-03,L2,12,Release,Obs,0.5418034098808334
MAT-BERARDO,2018-12-03,L2,12,Release,CLSM,0.23347132819120942
MAT-BERARDO,2018-12-03,L2,12,Release,FAO,0.3044595782540276
MAT-BERARDO,2018-12-03,L2,12,Release,SG,0.36906806483168503
MAT-BERARDO,2018-12-09,L1,12,Release,Obs,0.43512601754050007
MAT-BERARDO,2018-12-09,L1,12,Release,CLSM,0.2321283506963644
MAT-BERARDO,2018-12-09,L1,12,Release,FAO,0.30075254187929124
MAT-BERARDO,2018-12-09,L1,12,Release,SG,0.28642030824100967
MAT-BERARDO,2018-12-09,L2,12,Release,Obs,0.5135580421475
MAT-BERARDO,2018-12-09,L2,12,Release,CLSM,0.23164649335941656
MAT-BERARDO,2018-12-09,L2,12,Release,FAO,0.30257407443128775
MAT-BERARDO,2018-12-09,L2,12,Release,SG,0.3675765888408434
MAT-BERARDO,2019-03-26,L1,3,Release,Obs,0.197175640897
MAT-BERARDO,2019-03-26,L1,3,Release,CLSM,0.1734351380072116
MAT-BERARDO,2019-03-26,L1,3,Release,FAO,0.26147371383650286
MAT-BERARDO,2019-03-26,L1,3,Release,SG,0.19262503943635761
MAT-BERARDO,2019-03-26,L2,3,Release,Obs,0.5268243510753333
MAT-BERARDO,2019-03-26,L2,3,Release,CLSM,0.20782046375293844
MAT-BERARDO,2019-03-26,L2,3,Release,FAO,0.27935113000138
MAT-BERARDO,2019-03-26,L2,3,Release,SG,0.3427281056423656
MAT-BERARDO,2019-04-02,L1,4,Release,Obs,0.21120599087005
MAT-BERARDO,2019-04-02,L1,4,Release,CLSM,0.17365662854237696
MAT-BERARDO,2019-04-02,L1,4,Release,FAO,0.2619352625261656
MAT-BERARDO,2019-04-02,L1,4,Release,SG,0.1919351027024803
MAT-BERARDO,2019-04-02,L2,4,Release,Obs,0.5461608735385001
MAT-BERARDO,2019-04-02,L2,4,Release,CLSM,0.2072586912043026
MAT-BERARDO,2019-04-02,L2,4,Release,FAO,0.27882212470731077
MAT-BERARDO,2019-04-02,L2,4,Release,SG,0.3419565391803893
MAT-BERARDO,2019-06-19,L1,6,Accumulation,Obs,0.4698415806324501
MAT-BERARDO,2019-06-19,L1,6,Accumulation,CLSM,0.35530904024552085
MAT-BERARDO,2019-06-19,L1,6,Accumulation,FAO,0.43687477949524806
MAT-BERARDO,2019-06-19,L1,6,Accumulation,SG,0.37387250328691835
MAT-BERARDO,2019-06-19,L2,6,Accumulation,Obs,0.513065562579
MAT-BERARDO,2019-06-19,L2,6,Accumulation,CLSM,0.2135565514902941
MAT-BERARDO,2019-06-19,L2,6,Accumulation,FAO,0.2889565607459676
MAT-BERARDO,2019-06-19,L2,6,Accumulation,SG,0.344727214286108
MAT-BERARDO,2019-07-22,L1,7,Accumulation,Obs,0.4897996147647
MAT-BERARDO,2019-07-22,L1,7,Accumulation,CLSM,0.40772837076371216
MAT-BERARDO,2019-07-22,L1,7,Accumulation,FAO,0.478702304363058
MAT-BERARDO,2019-07-22,L1,7,Accumulation,SG,0.44109192052876545
MAT-BERARDO,2019-07-22,L2,7,Accumulation,Obs,0.5071863644253334
MAT-BERARDO,2019-07-22,L2,7,Accumulation,CLSM,0.23923390073682704
MAT-BERARDO,2019-07-22,L2,7,Accumulation,FAO,0.31983311397077413
MAT-BERARDO,2019-07-22,L2,7,Accumulation,SG,0.35715831483706545
MAT-BERARDO,2019-09-10,L1,9,Accumulation,Obs,0.3874385088509
MAT-BERARDO,2019-09-10,L1,9,Accumulation,CLSM,0.38589080919780633
MAT-BERARDO,2019-09-10,L1,9,Accumulation,FAO,0.451362603744882
MAT-BERARDO,2019-09-10,L1,9,Accumulation,SG,0.4314898633845968
MAT-BERARDO,2019-09-10,L2,9,Accumulation,Obs,0.5431091594181333
MAT-BERARDO,2019-09-10,L2,9,Accumulation,CLSM,0.2476705401602398
MAT-BERARDO,2019-09-10,L2,9,Accumulation,FAO,0.32710854928690264
MAT-BERARDO,2019-09-10,L2,9,Accumulation,SG,0.362405464401292
MAT-BERARDO,2019-11-25,L1,11,Release,Obs,0.26977984914326003
MAT-BERARDO,2019-11-25,L1,11,Release,CLSM,0.2241928690746212
MAT-BERARDO,2019-11-25,L1,11,Release,FAO,0.2943962410413248
MAT-BERARDO,2019-11-25,L1,11,Release,SG,0.28106757885572337
MAT-BERARDO,2019-11-25,L2,11,Release,Obs,0.5620430840182666
MAT-BERARDO,2019-11-25,L2,11,Release,CLSM,0.23070425670612185
MAT-BERARDO,2019-11-25,L2,11,Release,FAO,0.3072744535599742
MAT-BERARDO,2019-11-25,L2,11,Release,SG,0.3522494139821758
MAT-BERARDO,2020-04-23,L1,4,Release,Obs,0.14427872691385002
MAT-BERARDO,2020-04-23,L1,4,Release,CLSM,0.172572631542013
MAT-BERARDO,2020-04-23,L1,4,Release,FAO,0.26305353444213053
MAT-BERARDO,2020-04-23,L1,4,Release,SG,0.18272385705662558
MAT-BERARDO,2020-04-23,L2,4,Release,Obs,0.49182701474533336
MAT-BERARDO,2020-04-23,L2,4,Release,CLSM,0.20036887571950535
MAT-BERARDO,2020-04-23,L2,4,Release,FAO,0.27522839839240304
MAT-BERARDO,2020-04-23,L2,4,Release,SG,0.32352243798211605
MAT-BERARDO,2022-01-17,L1,1,Release,Obs,0.21821581988780003
MAT-BERARDO,2022-01-17,L1,1,Release,CLSM,0.17923456551031738
MAT-BERARDO,2022-01-17,L1,1,Release,FAO,0.2644333357196565
MAT-BERARDO,2022-01-17,L1,1,Release,SG,0.20544309093704483
MAT-BERARDO,2022-01-17,L2,1,Release,Obs,0.5066605600895
MAT-BERARDO,2022-01-17,L2,1,Release,CLSM,0.20420366179732058
MAT-BERARDO,2022-01-17,L2,1,Release,FAO,0.28018609409975664
MAT-BERARDO,2022-01-17,L2,1,Release,SG,0.3183583870913056
MAT-CORONEL-DIEGO,2017-12-18,L1,12,Release,Obs,0.14220009
MAT-CORONEL-DIEGO,2017-12-18,L1,12,Release,CLSM,NA
MAT-CORONEL-DIEGO,2017-12-18,L1,12,Release,FAO,NA
MAT-CORONEL-DIEGO,2017-12-18,L1,12,Release,SG,NA
MAT-CORONEL-DIEGO,2018-01-10,L1,1,Release,Obs,0.26729026303592857
MAT-CORONEL-DIEGO,2018-01-10,L1,1,Release,CLSM,NA
MAT-CORONEL-DIEGO,2018-01-10,L1,1,Release,FAO,NA
MAT-CORONEL-DIEGO,2018-01-10,L1,1,Release,SG,NA
MAT-CORONEL-DIEGO,2018-01-30,L1,1,Release,Obs,0.11123852142857144
MAT-CORONEL-DIEGO,2018-01-30,L1,1,Release,CLSM,NA
MAT-CORONEL-DIEGO,2018-01-30,L1,1,Release,FAO,NA
MAT-CORONEL-DIEGO,2018-01-30,L1,1,Release,SG,NA
MAT-CORONEL-DIEGO,2018-03-08,L1,3,Release,Obs,0.24263682678864287
MAT-CORONEL-DIEGO,2018-03-08,L1,3,Release,CLSM,NA
MAT-CORONEL-DIEGO,2018-03-08,L1,3,Release,FAO,NA
MAT-CORONEL-DIEGO,2018-03-08,L1,3,Release,SG,NA
MAT-CORONEL-DIEGO,2018-03-14,L1,3,Release,Obs,0.10259718665257143
MAT-CORONEL-DIEGO,2018-03-14,L1,3,Release,CLSM,NA
MAT-CORONEL-DIEGO,2018-03-14,L1,3,Release,FAO,NA
MAT-CORONEL-DIEGO,2018-03-14,L1,3,Release,SG,NA
MAT-CORONEL-DIEGO,2018-04-05,L1,4,Release,Obs,0.1097917516995
MAT-CORONEL-DIEGO,2018-04-05,L1,4,Release,CLSM,NA
MAT-CORONEL-DIEGO,2018-04-05,L1,4,Release,FAO,NA
MAT-CORONEL-DIEGO,2018-04-05,L1,4,Release,SG,NA
MAT-CORONEL-DIEGO,2018-05-25,L1,5,Accumulation,Obs,0.11655665227778572
MAT-CORONEL-DIEGO,2018-05-25,L1,5,Accumulation,CLSM,NA
MAT-CORONEL-DIEGO,2018-05-25,L1,5,Accumulation,FAO,NA
MAT-CORONEL-DIEGO,2018-05-25,L1,5,Accumulation,SG,NA
MAT-CORONEL-DIEGO,2018-06-28,L1,6,Accumulation,Obs,0.2469580536482857
MAT-CORONEL-DIEGO,2018-06-28,L1,6,Accumulation,CLSM,NA
MAT-CORONEL-DIEGO,2018-06-28,L1,6,Accumulation,FAO,NA
MAT-CORONEL-DIEGO,2018-06-28,L1,6,Accumulation,SG,NA
MAT-CORONEL-DIEGO,2018-08-28,L1,8,Accumulation,Obs,0.24767711213900004
MAT-CORONEL-DIEGO,2018-08-28,L1,8,Accumulation,CLSM,NA
MAT-CORONEL-DIEGO,2018-08-28,L1,8,Accumulation,FAO,NA
MAT-CORONEL-DIEGO,2018-08-28,L1,8,Accumulation,SG,NA
MAT-CORONEL-DIEGO,2018-09-01,L1,9,Accumulation,Obs,0.12194916714285714
MAT-CORONEL-DIEGO,2018-09-01,L1,9,Accumulation,CLSM,NA
MAT-CORONEL-DIEGO,2018-09-01,L1,9,Accumulation,FAO,NA
MAT-CORONEL-DIEGO,2018-09-01,L1,9,Accumulation,SG,NA
MAT-CORONEL-DIEGO,2018-11-13,L1,11,Release,Obs,0.23360846797228577
MAT-CORONEL-DIEGO,2018-11-13,L1,11,Release,CLSM,NA
MAT-CORONEL-DIEGO,2018-11-13,L1,11,Release,FAO,NA
MAT-CORONEL-DIEGO,2018-11-13,L1,11,Release,SG,NA
MAT-CORONEL-DIEGO,2018-12-12,L1,12,Release,Obs,0.1461931596985
MAT-CORONEL-DIEGO,2018-12-12,L1,12,Release,CLSM,NA
MAT-CORONEL-DIEGO,2018-12-12,L1,12,Release,FAO,NA
MAT-CORONEL-DIEGO,2018-12-12,L1,12,Release,SG,NA
MAT-CORONEL-DIEGO,2019-03-25,L1,3,Release,Obs,0.10397105128607144
MAT-CORONEL-DIEGO,2019-03-25,L1,3,Release,CLSM,NA
MAT-CORONEL-DIEGO,2019-03-25,L1,3,Release,FAO,NA
MAT-CORONEL-DIEGO,2019-03-25,L1,3,Release,SG,NA
MAT-CORONEL-DIEGO,2019-04-09,L1,4,Release,Obs,0.1910481230427143
MAT-CORONEL-DIEGO,2019-04-09,L1,4,Release,CLSM,NA
MAT-CORONEL-DIEGO,2019-04-09,L1,4,Release,FAO,NA
MAT-CORONEL-DIEGO,2019-04-09,L1,4,Release,SG,NA
MAT-CORONEL-DIEGO,2019-05-02,L1,5,Accumulation,Obs,0.11451469161171428
MAT-CORONEL-DIEGO,2019-05-02,L1,5,Accumulation,CLSM,NA
MAT-CORONEL-DIEGO,2019-05-02,L1,5,Accumulation,FAO,NA
MAT-CORONEL-DIEGO,2019-05-02,L1,5,Accumulation,SG,NA
MAT-CORONEL-DIEGO,2020-04-22,L1,4,Release,Obs,0.07544688964157144
MAT-CORONEL-DIEGO,2020-04-22,L1,4,Release,CLSM,NA
MAT-CORONEL-DIEGO,2020-04-22,L1,4,Release,FAO,NA
MAT-CORONEL-DIEGO,2020-04-22,L1,4,Release,SG,NA
MAT-CORONEL-DIEGO,2022-01-18,L1,1,Release,Obs,0.08347000825221429
MAT-CORONEL-DIEGO,2022-01-18,L1,1,Release,CLSM,NA
MAT-CORONEL-DIEGO,2022-01-18,L1,1,Release,FAO,NA
MAT-CORONEL-DIEGO,2022-01-18,L1,1,Release,SG,NA
MAT-LA-GRANJA,2017-11-29,L1,11,Release,Obs,0.17732888000000002
MAT-LA-GRANJA,2017-11-29,L1,11,Release,CLSM,0.28059979307162736
MAT-LA-GRANJA,2017-11-29,L1,11,Release,FAO,0.3548916262813614
MAT-LA-GRANJA,2017-11-29,L1,11,Release,SG,0.3720559343842312
MAT-LA-GRANJA,2017-11-29,L2,11,Release,Obs,0.3142235816666667
MAT-LA-GRANJA,2017-11-29,L2,11,Release,CLSM,0.2952834643511238
MAT-LA-GRANJA,2017-11-29,L2,11,Release,FAO,0.39283489597990634
MAT-LA-GRANJA,2017-11-29,L2,11,Release,SG,0.40543483231511457
MAT-LA-GRANJA,2018-04-17,L1,4,Release,Obs,0.1151322885457
MAT-LA-GRANJA,2018-04-17,L1,4,Release,CLSM,0.22066792518607384
MAT-LA-GRANJA,2018-04-17,L1,4,Release,FAO,0.3272770934655582
MAT-LA-GRANJA,2018-04-17,L1,4,Release,SG,0.2521752882247963
MAT-LA-GRANJA,2018-04-17,L2,4,Release,Obs,0.148740896916
MAT-LA-GRANJA,2018-04-17,L2,4,Release,CLSM,0.22711231250247574
MAT-LA-GRANJA,2018-04-17,L2,4,Release,FAO,0.32624562799598855
MAT-LA-GRANJA,2018-04-17,L2,4,Release,SG,0.3657897886581165
MAT-LA-GRANJA,2018-09-02,L1,9,Accumulation,Obs,0.12038498169415
MAT-LA-GRANJA,2018-09-02,L1,9,Accumulation,CLSM,0.33780798822914665
MAT-LA-GRANJA,2018-09-02,L1,9,Accumulation,FAO,0.4289199805934088
MAT-LA-GRANJA,2018-09-02,L1,9,Accumulation,SG,0.37275946333355553
MAT-LA-GRANJA,2018-09-02,L2,9,Accumulation,Obs,0.23211106945833335
MAT-LA-GRANJA,2018-09-02,L2,9,Accumulation,CLSM,0.2316028965962294
MAT-LA-GRANJA,2018-09-02,L2,9,Accumulation,FAO,0.3347333236584693
MAT-LA-GRANJA,2018-09-02,L2,9,Accumulation,SG,0.36883744847782257
MAT-LA-GRANJA,2018-12-01,L1,12,Release,Obs,0.13913407900000002
MAT-LA-GRANJA,2018-12-01,L1,12,Release,CLSM,0.26364239405528567
MAT-LA-GRANJA,2018-12-01,L1,12,Release,FAO,0.34850269447765136
MAT-LA-GRANJA,2018-12-01,L1,12,Release,SG,0.3131760294898754
MAT-LA-GRANJA,2018-12-01,L2,12,Release,Obs,0.2800671433333334
MAT-LA-GRANJA,2018-12-01,L2,12,Release,CLSM,0.22940567824436256
MAT-LA-GRANJA,2018-12-01,L2,12,Release,FAO,0.3298499166712134
MAT-LA-GRANJA,2018-12-01,L2,12,Release,SG,0.36789853819798823
MAT-LA-GRANJA,2018-12-03,L1,12,Release,Obs,0.1097697508983
MAT-LA-GRANJA,2018-12-03,L1,12,Release,CLSM,0.2587698798993866
MAT-LA-GRANJA,2018-12-03,L1,12,Release,FAO,0.34423204394800516
MAT-LA-GRANJA,2018-12-03,L1,12,Release,SG,0.3081705059144591
MAT-LA-GRANJA,2018-12-03,L2,12,Release,Obs,0.16883006611791668
MAT-LA-GRANJA,2018-12-03,L2,12,Release,CLSM,0.22871801100112513
MAT-LA-GRANJA,2018-12-03,L2,12,Release,FAO,0.3291403636500117
MAT-LA-GRANJA,2018-12-03,L2,12,Release,SG,0.36735856377383835
MAT-LA-GRANJA,2018-12-13,L1,12,Release,Obs,0.13986975344385
MAT-LA-GRANJA,2018-12-13,L1,12,Release,CLSM,0.23992732294838817
MAT-LA-GRANJA,2018-12-13,L1,12,Release,FAO,0.3283310842383849
MAT-LA-GRANJA,2018-12-13,L1,12,Release,SG,0.2880083019742942
MAT-LA-GRANJA,2018-12-13,L2,12,Release,Obs,0.20704348041141668
MAT-LA-GRANJA,2018-12-13,L2,12,Release,CLSM,0.2255713352663379
MAT-LA-GRANJA,2018-12-13,L2,12,Release,FAO,0.32590994031237314
MAT-LA-GRANJA,2018-12-13,L2,12,Release,SG,0.36487498226891374
MAT-LA-GRANJA,2019-03-26,L1,3,Release,Obs,0.09264795568825
MAT-LA-GRANJA,2019-03-26,L1,3,Release,CLSM,0.17982184139433352
MAT-LA-GRANJA,2019-03-26,L1,3,Release,FAO,0.28819601039958476
MAT-LA-GRANJA,2019-03-26,L1,3,Release,SG,0.19323606880322494
MAT-LA-GRANJA,2019-03-26,L2,3,Release,Obs,0.1272925290400833
MAT-LA-GRANJA,2019-03-26,L2,3,Release,CLSM,0.20046752993475814
MAT-LA-GRANJA,2019-03-26,L2,3,Release,FAO,0.30212215094874734
MAT-LA-GRANJA,2019-03-26,L2,3,Release,SG,0.3391401680419222
MAT-LA-GRANJA,2019-06-02,L1,6,Accumulation,Obs,0.1061816367053
MAT-LA-GRANJA,2019-06-02,L1,6,Accumulation,CLSM,0.3210180252289323
MAT-LA-GRANJA,2019-06-02,L1,6,Accumulation,FAO,0.42470415316577914
MAT-LA-GRANJA,2019-06-02,L1,6,Accumulation,SG,0.33105632505265986
MAT-LA-GRANJA,2019-06-02,L2,6,Accumulation,Obs,0.14526987662083335
MAT-LA-GRANJA,2019-06-02,L2,6,Accumulation,CLSM,0.2008414186220635
MAT-LA-GRANJA,2019-06-02,L2,6,Accumulation,FAO,0.30548802061840524
MAT-LA-GRANJA,2019-06-02,L2,6,Accumulation,SG,0.33769735616934293
MAT-LA-GRANJA,2019-09-10,L1,9,Accumulation,Obs,0.16903544685760002
MAT-LA-GRANJA,2019-09-10,L1,9,Accumulation,CLSM,0.3963758131767526
MAT-LA-GRANJA,2019-09-10,L1,9,Accumulation,FAO,0.4740434224350161
MAT-LA-GRANJA,2019-09-10,L1,9,Accumulation,SG,0.4401139070543182
MAT-LA-GRANJA,2019-09-10,L2,9,Accumulation,Obs,0.2199352214784
MAT-LA-GRANJA,2019-09-10,L2,9,Accumulation,CLSM,0.2479468961416919
MAT-LA-GRANJA,2019-09-10,L2,9,Accumulation,FAO,0.35756098813461684
MAT-LA-GRANJA,2019-09-10,L2,9,Accumulation,SG,0.36228935681128344
MAT-LA-GRANJA,2019-11-25,L1,11,Release,Obs,0.11814369376566
MAT-LA-GRANJA,2019-11-25,L1,11,Release,CLSM,0.23512479387149965
MAT-LA-GRANJA,2019-11-25,L1,11,Release,FAO,0.3231565239098301
MAT-LA-GRANJA,2019-11-25,L1,11,Release,SG,0.288128744951909
MAT-LA-GRANJA,2019-11-25,L2,11,Release,Obs,0.19962635603766668
MAT-LA-GRANJA,2019-11-25,L2,11,Release,CLSM,0.22866113578934322
MAT-LA-GRANJA,2019-11-25,L2,11,Release,FAO,0.3349606061701172
MAT-LA-GRANJA,2019-11-25,L2,11,Release,SG,0.3513258581385541
MAT-LA-GRANJA,2019-12-16,L1,12,Release,Obs,0.10006376788377
MAT-LA-GRANJA,2019-12-16,L1,12,Release,CLSM,0.20935602639521478
MAT-LA-GRANJA,2019-12-16,L1,12,Release,FAO,0.30497292646938273
MAT-LA-GRANJA,2019-12-16,L1,12,Release,SG,0.2545082764539546
MAT-LA-GRANJA,2019-12-16,L2,12,Release,Obs,0.17841742582888334
MAT-LA-GRANJA,2019-12-16,L2,12,Release,CLSM,0.2204448160052353
MAT-LA-GRANJA,2019-12-16,L2,12,Release,FAO,0.3260047218354894
MAT-LA-GRANJA,2019-12-16,L2,12,Release,SG,0.34595665200550085
MAT-LA-GRANJA,2020-04-21,L1,4,Release,Obs,0.07557687689295
MAT-LA-GRANJA,2020-04-21,L1,4,Release,CLSM,0.17518812772398468
MAT-LA-GRANJA,2020-04-21,L1,4,Release,FAO,0.2863152001796121
MAT-LA-GRANJA,2020-04-21,L1,4,Release,SG,0.1791679482206235
MAT-LA-GRANJA,2020-04-21,L2,4,Release,Obs,0.11116040390741667
MAT-LA-GRANJA,2020-04-21,L2,4,Release,CLSM,0.19394279116786464
MAT-LA-GRANJA,2020-04-21,L2,4,Release,FAO,0.2991743625875294
MAT-LA-GRANJA,2020-04-21,L2,4,Release,SG,0.3198504498361835
MAT-LA-GRANJA,2021-05-18,L1,5,Accumulation,Obs,0.16754318516815
MAT-LA-GRANJA,2021-05-18,L1,5,Accumulation,CLSM,0.2853739365434465
MAT-LA-GRANJA,2021-05-18,L1,5,Accumulation,FAO,0.39060867770953445
MAT-LA-GRANJA,2021-05-18,L1,5,Accumulation,SG,0.29785216377776275
MAT-LA-GRANJA,2021-05-18,L2,5,Accumulation,Obs,0.11159611262041667
MAT-LA-GRANJA,2021-05-18,L2,5,Accumulation,CLSM,0.20368627812375728
MAT-LA-GRANJA,2021-05-18,L2,5,Accumulation,FAO,0.31045537393895195
MAT-LA-GRANJA,2021-05-18,L2,5,Accumulation,SG,0.321028487103224
MAT-MATI,2017-12-20,L1,12,Release,Obs,0.162371215
MAT-MATI,2017-12-20,L1,12,Release,CLSM,0.27152823284354105
MAT-MATI,2017-12-20,L1,12,Release,FAO,0.32559352751103954
MAT-MATI,2017-12-20,L1,12,Release,SG,0.3388076687944114
MAT-MATI,2018-03-08,L1,3,Release,Obs,0.26105355023725
MAT-MATI,2018-03-08,L1,3,Release,CLSM,0.22245483804006438
MAT-MATI,2018-03-08,L1,3,Release,FAO,0.29468338146009343
MAT-MATI,2018-03-08,L1,3,Release,SG,0.23471281501944888
MAT-MATI,2018-03-14,L1,3,Release,Obs,0.1527298136901875
MAT-MATI,2018-03-14,L1,3,Release,CLSM,0.22159219097091531
MAT-MATI,2018-03-14,L1,3,Release,FAO,0.29419351044626557
MAT-MATI,2018-03-14,L1,3,Release,SG,0.2317280893580926
MAT-MATI,2018-04-05,L1,4,Release,Obs,0.1641811708220625
MAT-MATI,2018-04-05,L1,4,Release,CLSM,0.2378428579604128
MAT-MATI,2018-04-05,L1,4,Release,FAO,0.31067803120989884
MAT-MATI,2018-04-05,L1,4,Release,SG,0.24238399701117186
MAT-MATI,2018-07-06,L1,7,Accumulation,Obs,0.217857325
MAT-MATI,2018-07-06,L1,7,Accumulation,CLSM,0.4174689585135402
MAT-MATI,2018-07-06,L1,7,Accumulation,FAO,0.4831536043604732
MAT-MATI,2018-07-06,L1,7,Accumulation,SG,0.42812328855599285
MAT-MATI,2018-08-02,L1,8,Accumulation,Obs,0.1531637007954375
MAT-MATI,2018-08-02,L1,8,Accumulation,CLSM,0.40847947169599547
MAT-MATI,2018-08-02,L1,8,Accumulation,FAO,0.47150045738783825
MAT-MATI,2018-08-02,L1,8,Accumulation,SG,0.42392388358719973
MAT-MATI,2018-11-09,L1,11,Release,Obs,0.2332443122245
MAT-MATI,2018-11-09,L1,11,Release,CLSM,0.38107027740570737
MAT-MATI,2018-11-09,L1,11,Release,FAO,0.43324907696928966
MAT-MATI,2018-11-09,L1,11,Release,SG,0.4245965073399646
MAT-MATI,2019-03-28,L1,3,Release,Obs,0.14330738778593752
MAT-MATI,2019-03-28,L1,3,Release,CLSM,0.21543396888476737
MAT-MATI,2019-03-28,L1,3,Release,FAO,0.2895873545365228
MAT-MATI,2019-03-28,L1,3,Release,SG,0.20695815658024538
MAT-MATI,2019-07-02,L1,7,Accumulation,Obs,0.1522119728110625
MAT-MATI,2019-07-02,L1,7,Accumulation,CLSM,0.470673405647926
MAT-MATI,2019-07-02,L1,7,Accumulation,FAO,0.5255530321926948
MAT-MATI,2019-07-02,L1,7,Accumulation,SG,0.5110482066572211
MAT-MATI,2019-11-27,L1,11,Release,Obs,0.1176597031996
MAT-MATI,2019-11-27,L1,11,Release,CLSM,0.2765542351888756
MAT-MATI,2019-11-27,L1,11,Release,FAO,0.330097725979391
MAT-MATI,2019-11-27,L1,11,Release,SG,0.33372616383794584
MAT-PAINOME,2018-02-08,L1,2,Release,Obs,0.39498986554470006
MAT-PAINOME,2018-02-08,L1,2,Release,CLSM,0.22109247698317042
MAT-PAINOME,2018-02-08,L1,2,Release,FAO,0.29075303068459785
MAT-PAINOME,2018-02-08,L1,2,Release,SG,0.21939206243116172
MAT-PAINOME,2018-02-10,L1,2,Release,Obs,0.4219866061205715
MAT-PAINOME,2018-02-10,L1,2,Release,CLSM,0.2203556698578793
MAT-PAINOME,2018-02-10,L1,2,Release,FAO,0.2903911033442491
MAT-PAINOME,2018-02-10,L1,2,Release,SG,0.21747779838023926
MAT-PAINOME,2018-03-14,L1,3,Release,Obs,0.15635144730557143
MAT-PAINOME,2018-03-14,L1,3,Release,CLSM,0.21695467319681214
MAT-PAINOME,2018-03-14,L1,3,Release,FAO,0.2904910929845854
MAT-PAINOME,2018-03-14,L1,3,Release,SG,0.1993013958954745
MAT-PAINOME,2018-04-19,L1,4,Release,Obs,0.2464050518383572
MAT-PAINOME,2018-04-19,L1,4,Release,CLSM,0.2551753784668267
MAT-PAINOME,2018-04-19,L1,4,Release,FAO,0.3282113721737029
MAT-PAINOME,2018-04-19,L1,4,Release,SG,0.23104255526645567
MAT-PAINOME,2018-08-02,L1,8,Accumulation,Obs,0.16686878980407144
MAT-PAINOME,2018-08-02,L1,8,Accumulation,CLSM,0.3825260628310932
MAT-PAINOME,2018-08-02,L1,8,Accumulation,FAO,0.4442640963478396
MAT-PAINOME,2018-08-02,L1,8,Accumulation,SG,0.36899085254539304
MAT-PAINOME,2018-11-09,L1,11,Release,Obs,0.3700229482035
MAT-PAINOME,2018-11-09,L1,11,Release,CLSM,0.354074023760613
MAT-PAINOME,2018-11-09,L1,11,Release,FAO,0.3985693393457223
MAT-PAINOME,2018-11-09,L1,11,Release,SG,0.36443117836033
MAT-PAINOME,2018-11-13,L1,11,Release,Obs,0.3563274086709286
MAT-PAINOME,2018-11-13,L1,11,Release,CLSM,0.3582251143199092
MAT-PAINOME,2018-11-13,L1,11,Release,FAO,0.40272657637267817
MAT-PAINOME,2018-11-13,L1,11,Release,SG,0.36948968169490404
MAT-PAINOME,2018-12-18,L1,12,Release,Obs,0.2146945245191429
MAT-PAINOME,2018-12-18,L1,12,Release,CLSM,0.2629896970039915
MAT-PAINOME,2018-12-18,L1,12,Release,FAO,0.31565521618141135
MAT-PAINOME,2018-12-18,L1,12,Release,SG,0.2682102020127301
MAT-PAINOME,2019-03-28,L1,3,Release,Obs,0.17244266835221428
MAT-PAINOME,2019-03-28,L1,3,Release,CLSM,0.21160777427867983
MAT-PAINOME,2019-03-28,L1,3,Release,FAO,0.28704766371814855
MAT-PAINOME,2019-03-28,L1,3,Release,SG,0.17614179931454088
MAT-SAN-AGUSTIN,2017-01-12,L1,1,Release,Obs,0.449856295
MAT-SAN-AGUSTIN,2017-01-12,L1,1,Release,CLSM,0.2082899918853712
MAT-SAN-AGUSTIN,2017-01-12,L1,1,Release,FAO,0.27245215128519534
MAT-SAN-AGUSTIN,2017-01-12,L1,1,Release,SG,0.20741672614120285
MAT-SAN-AGUSTIN,2017-01-12,L2,1,Release,Obs,0.6677665100000001
MAT-SAN-AGUSTIN,2017-01-12,L2,1,Release,CLSM,0.2030234021411633
MAT-SAN-AGUSTIN,2017-01-12,L2,1,Release,FAO,0.26259346497901304
MAT-SAN-AGUSTIN,2017-01-12,L2,1,Release,SG,0.29285754599828395
MAT-SAN-AGUSTIN,2018-01-08,L1,1,Release,Obs,0.5253709597437201
MAT-SAN-AGUSTIN,2018-01-08,L1,1,Release,CLSM,0.222888270259203
MAT-SAN-AGUSTIN,2018-01-08,L1,1,Release,FAO,0.27895480209687223
MAT-SAN-AGUSTIN,2018-01-08,L1,1,Release,SG,0.2634536982268153
MAT-SAN-AGUSTIN,2018-01-08,L2,1,Release,Obs,0.6356677395065
MAT-SAN-AGUSTIN,2018-01-08,L2,1,Release,CLSM,0.2432974026550247
MAT-SAN-AGUSTIN,2018-01-08,L2,1,Release,FAO,0.30097310826678886
MAT-SAN-AGUSTIN,2018-01-08,L2,1,Release,SG,0.32587973112661156
MAT-SAN-AGUSTIN,2018-03-05,L1,3,Release,Obs,0.14714632665990002
MAT-SAN-AGUSTIN,2018-03-05,L1,3,Release,CLSM,0.1978776987621393
MAT-SAN-AGUSTIN,2018-03-05,L1,3,Release,FAO,0.2659115776347488
MAT-SAN-AGUSTIN,2018-03-05,L1,3,Release,SG,0.20938169062361306
MAT-SAN-AGUSTIN,2018-03-05,L2,3,Release,Obs,0.21162420221825
MAT-SAN-AGUSTIN,2018-03-05,L2,3,Release,CLSM,0.2169796928841468
MAT-SAN-AGUSTIN,2018-03-05,L2,3,Release,FAO,0.2756326288939531
MAT-SAN-AGUSTIN,2018-03-05,L2,3,Release,SG,0.3046367071515895
MAT-SAN-AGUSTIN,2018-03-15,L1,3,Release,Obs,0.13932192306705002
